,Model,Metric,Score
1202,Decision Tree,Accuracy,0.7333333333333333
1203,Decision Tree,Accuracy,0.7777777777777778
1204,Decision Tree,Accuracy,0.8295454545454546
1205,Linear SVM,Accuracy,0.7640449438202247
1206,Linear SVM,Accuracy,0.9545454545454546
1207,Linear SVM,Accuracy,0.6
1208,Linear SVM,Accuracy,0.9012345679012346
1209,Linear SVM,Accuracy,0.8409090909090909
1210,DT-based Bagging,Accuracy,0.9213483146067416
1211,DT-based Bagging,Accuracy,0.9886363636363636
1212,DT-based Bagging,Accuracy,0.6888888888888889
1213,DT-based Bagging,Accuracy,0.8271604938271605
1214,DT-based Bagging,Accuracy,0.9886363636363636
1215,RandomForest,Accuracy,0.898876404494382
1216,RandomForest,Accuracy,0.9772727272727273
1217,RandomForest,Accuracy,0.6777777777777778
1218,RandomForest,Accuracy,0.7654320987654321
1219,RandomForest,Accuracy,0.9886363636363636
1220,AdaBoost,Accuracy,0.8876404494382022
1221,AdaBoost,Accuracy,1.0
1222,AdaBoost,Accuracy,0.7
1223,AdaBoost,Accuracy,0.7901234567901234
1224,AdaBoost,Accuracy,0.9886363636363636
1225,GradientBoost,Accuracy,1.0
1226,GradientBoost,Accuracy,1.0
1227,GradientBoost,Accuracy,0.6888888888888889
1228,GradientBoost,Accuracy,0.7777777777777778
1229,GradientBoost,Accuracy,1.0
1230,XGBoost,Accuracy,0.9438202247191011
1231,XGBoost,Accuracy,0.9772727272727273
1232,XGBoost,Accuracy,0.6777777777777778
1233,XGBoost,Accuracy,0.7901234567901234
1234,XGBoost,Accuracy,1.0
1235,CatBoost,Accuracy,0.898876404494382
1236,CatBoost,Accuracy,0.9886363636363636
1237,CatBoost,Accuracy,0.6888888888888889
1238,CatBoost,Accuracy,0.8271604938271605
1239,CatBoost,Accuracy,1.0
1240,Decision Tree,Accuracy,0.898876404494382
1241,Decision Tree,Accuracy,0.9204545454545454
1242,Decision Tree,Accuracy,0.7333333333333333
1243,Decision Tree,Accuracy,0.7777777777777778
1244,Decision Tree,Accuracy,0.8295454545454546
1245,Linear SVM,Accuracy,0.7640449438202247
1246,Linear SVM,Accuracy,0.9545454545454546
1247,Linear SVM,Accuracy,0.6
1248,Linear SVM,Accuracy,0.9012345679012346
1249,Linear SVM,Accuracy,0.8409090909090909
1250,DT-based Bagging,Accuracy,0.9325842696629213
1251,DT-based Bagging,Accuracy,0.9545454545454546
1252,DT-based Bagging,Accuracy,0.6888888888888889
1253,DT-based Bagging,Accuracy,0.7777777777777778
1254,DT-based Bagging,Accuracy,0.9886363636363636
1255,RandomForest,Accuracy,0.9550561797752809
1256,RandomForest,Accuracy,0.9545454545454546
1257,RandomForest,Accuracy,0.6666666666666666
1258,RandomForest,Accuracy,0.7777777777777778
1259,RandomForest,Accuracy,0.9886363636363636
1260,AdaBoost,Accuracy,0.898876404494382
1261,AdaBoost,Accuracy,1.0
1262,AdaBoost,Accuracy,0.7
1263,AdaBoost,Accuracy,0.7777777777777778
1264,AdaBoost,Accuracy,0.9886363636363636
1265,GradientBoost,Accuracy,1.0
1266,GradientBoost,Accuracy,1.0
1267,GradientBoost,Accuracy,0.6888888888888889
1268,GradientBoost,Accuracy,0.7777777777777778
1269,GradientBoost,Accuracy,1.0
1270,XGBoost,Accuracy,0.9438202247191011
1271,XGBoost,Accuracy,0.9772727272727273
1272,XGBoost,Accuracy,0.6777777777777778
1273,XGBoost,Accuracy,0.7901234567901234
1274,XGBoost,Accuracy,1.0
1275,CatBoost,Accuracy,0.898876404494382
1276,CatBoost,Accuracy,0.9886363636363636
1277,CatBoost,Accuracy,0.6888888888888889
1278,CatBoost,Accuracy,0.8271604938271605
1279,CatBoost,Accuracy,1.0
1280,Decision Tree,Accuracy,0.898876404494382
1281,Decision Tree,Accuracy,0.9204545454545454
1282,Decision Tree,Accuracy,0.6222222222222222
1283,Decision Tree,Accuracy,0.7777777777777778
1284,Decision Tree,Accuracy,0.8295454545454546
1285,Linear SVM,Accuracy,0.7640449438202247
1286,Linear SVM,Accuracy,0.9545454545454546
1287,Linear SVM,Accuracy,0.6
1288,Linear SVM,Accuracy,0.9012345679012346
1289,Linear SVM,Accuracy,0.8409090909090909
1290,DT-based Bagging,Accuracy,0.898876404494382
1291,DT-based Bagging,Accuracy,0.9772727272727273
1292,DT-based Bagging,Accuracy,0.6888888888888889
1293,DT-based Bagging,Accuracy,0.7654320987654321
1294,DT-based Bagging,Accuracy,1.0
1295,RandomForest,Accuracy,0.898876404494382
1296,RandomForest,Accuracy,0.9659090909090909
1297,RandomForest,Accuracy,0.6777777777777778
1298,RandomForest,Accuracy,0.7777777777777778
1299,RandomForest,Accuracy,0.9886363636363636
1300,AdaBoost,Accuracy,0.8876404494382022
1301,AdaBoost,Accuracy,1.0
1302,AdaBoost,Accuracy,0.7
1303,AdaBoost,Accuracy,0.7283950617283951
1304,AdaBoost,Accuracy,0.9772727272727273
1305,GradientBoost,Accuracy,1.0
1306,GradientBoost,Accuracy,1.0
1307,GradientBoost,Accuracy,0.6888888888888889
1308,GradientBoost,Accuracy,0.7777777777777778
1309,GradientBoost,Accuracy,1.0
1310,XGBoost,Accuracy,0.9438202247191011
1311,XGBoost,Accuracy,0.9772727272727273
1312,XGBoost,Accuracy,0.6777777777777778
1313,XGBoost,Accuracy,0.7901234567901234
1314,XGBoost,Accuracy,1.0
1315,CatBoost,Accuracy,0.898876404494382
1316,CatBoost,Accuracy,0.9886363636363636
1317,CatBoost,Accuracy,0.6888888888888889
1318,CatBoost,Accuracy,0.8271604938271605
1319,CatBoost,Accuracy,1.0
1320,Decision Tree,Accuracy,0.898876404494382
1321,Decision Tree,Accuracy,0.9204545454545454
1322,Decision Tree,Accuracy,0.7333333333333333
1323,Decision Tree,Accuracy,0.7777777777777778
1324,Decision Tree,Accuracy,0.8295454545454546
1325,Linear SVM,Accuracy,0.7640449438202247
1326,Linear SVM,Accuracy,0.9545454545454546
1327,Linear SVM,Accuracy,0.6
1328,Linear SVM,Accuracy,0.9012345679012346
1329,Linear SVM,Accuracy,0.8409090909090909
1330,DT-based Bagging,Accuracy,0.9325842696629213
1331,DT-based Bagging,Accuracy,0.9659090909090909
1332,DT-based Bagging,Accuracy,0.6888888888888889
1333,DT-based Bagging,Accuracy,0.7901234567901234
1334,DT-based Bagging,Accuracy,1.0
1335,RandomForest,Accuracy,0.9325842696629213
1336,RandomForest,Accuracy,0.9545454545454546
1337,RandomForest,Accuracy,0.6666666666666666
1338,RandomForest,Accuracy,0.7777777777777778
1339,RandomForest,Accuracy,0.9886363636363636
1340,AdaBoost,Accuracy,0.898876404494382
1341,AdaBoost,Accuracy,1.0
1342,AdaBoost,Accuracy,0.7
1343,AdaBoost,Accuracy,0.691358024691358
1344,AdaBoost,Accuracy,0.9886363636363636
1345,GradientBoost,Accuracy,1.0
1346,GradientBoost,Accuracy,1.0
1347,GradientBoost,Accuracy,0.6888888888888889
1348,GradientBoost,Accuracy,0.7777777777777778
1349,GradientBoost,Accuracy,1.0
1350,XGBoost,Accuracy,0.9438202247191011
1351,XGBoost,Accuracy,0.9772727272727273
1352,XGBoost,Accuracy,0.6777777777777778
1353,XGBoost,Accuracy,0.7901234567901234
1354,XGBoost,Accuracy,1.0
1355,CatBoost,Accuracy,0.898876404494382
1356,CatBoost,Accuracy,0.9886363636363636
1357,CatBoost,Accuracy,0.6888888888888889
1358,CatBoost,Accuracy,0.8271604938271605
1359,CatBoost,Accuracy,1.0
1360,Decision Tree,Accuracy,0.898876404494382
1361,Decision Tree,Accuracy,0.9204545454545454
1362,Decision Tree,Accuracy,0.7333333333333333
1363,Decision Tree,Accuracy,0.7777777777777778
1364,Decision Tree,Accuracy,0.8295454545454546
1365,Linear SVM,Accuracy,0.7640449438202247
1366,Linear SVM,Accuracy,0.9545454545454546
1367,Linear SVM,Accuracy,0.6
1368,Linear SVM,Accuracy,0.9012345679012346
1369,Linear SVM,Accuracy,0.8409090909090909
1370,DT-based Bagging,Accuracy,0.9550561797752809
1371,DT-based Bagging,Accuracy,0.9545454545454546
1372,DT-based Bagging,Accuracy,0.7111111111111111
1373,DT-based Bagging,Accuracy,0.7777777777777778
1374,DT-based Bagging,Accuracy,0.9772727272727273
1375,RandomForest,Accuracy,0.898876404494382
1376,RandomForest,Accuracy,0.9545454545454546
1377,RandomForest,Accuracy,0.6777777777777778
1378,RandomForest,Accuracy,0.7777777777777778
1379,RandomForest,Accuracy,0.9886363636363636
1380,AdaBoost,Accuracy,0.9662921348314607
1381,AdaBoost,Accuracy,1.0
1382,AdaBoost,Accuracy,0.7
1383,AdaBoost,Accuracy,0.7654320987654321
1384,AdaBoost,Accuracy,0.9886363636363636
1385,GradientBoost,Accuracy,1.0
1386,GradientBoost,Accuracy,1.0
1387,GradientBoost,Accuracy,0.6888888888888889
1388,GradientBoost,Accuracy,0.7777777777777778
1389,GradientBoost,Accuracy,1.0
1390,XGBoost,Accuracy,0.9438202247191011
1391,XGBoost,Accuracy,0.9772727272727273
1392,XGBoost,Accuracy,0.6777777777777778
1393,XGBoost,Accuracy,0.7901234567901234
1394,XGBoost,Accuracy,1.0
1395,CatBoost,Accuracy,0.898876404494382
1396,CatBoost,Accuracy,0.9886363636363636
1397,CatBoost,Accuracy,0.6888888888888889
1398,CatBoost,Accuracy,0.8271604938271605
1399,CatBoost,Accuracy,1.0
1400,Decision Tree,Accuracy,0.898876404494382
1401,Decision Tree,Accuracy,0.9204545454545454
1402,Decision Tree,Accuracy,0.6222222222222222
1403,Decision Tree,Accuracy,0.7777777777777778
1404,Decision Tree,Accuracy,0.8295454545454546
1405,Linear SVM,Accuracy,0.7640449438202247
1406,Linear SVM,Accuracy,0.9545454545454546
1407,Linear SVM,Accuracy,0.6
1408,Linear SVM,Accuracy,0.9012345679012346
1409,Linear SVM,Accuracy,0.8409090909090909
1410,DT-based Bagging,Accuracy,0.9101123595505618
1411,DT-based Bagging,Accuracy,1.0
1412,DT-based Bagging,Accuracy,0.6888888888888889
1413,DT-based Bagging,Accuracy,0.7654320987654321
1414,DT-based Bagging,Accuracy,0.9886363636363636
1415,RandomForest,Accuracy,0.9213483146067416
1416,RandomForest,Accuracy,0.9659090909090909
1417,RandomForest,Accuracy,0.6666666666666666
1418,RandomForest,Accuracy,0.7654320987654321
1419,RandomForest,Accuracy,0.9886363636363636
1420,AdaBoost,Accuracy,0.8764044943820225
1421,AdaBoost,Accuracy,1.0
1422,AdaBoost,Accuracy,0.7
1423,AdaBoost,Accuracy,0.7160493827160493
1424,AdaBoost,Accuracy,0.9772727272727273
1425,GradientBoost,Accuracy,1.0
1426,GradientBoost,Accuracy,1.0
1427,GradientBoost,Accuracy,0.6888888888888889
1428,GradientBoost,Accuracy,0.7777777777777778
1429,GradientBoost,Accuracy,1.0
1430,XGBoost,Accuracy,0.9438202247191011
1431,XGBoost,Accuracy,0.9772727272727273
1432,XGBoost,Accuracy,0.6777777777777778
1433,XGBoost,Accuracy,0.7901234567901234
1434,XGBoost,Accuracy,1.0
1435,CatBoost,Accuracy,0.898876404494382
1436,CatBoost,Accuracy,0.9886363636363636
1437,CatBoost,Accuracy,0.6888888888888889
1438,CatBoost,Accuracy,0.8271604938271605
1439,CatBoost,Accuracy,1.0
1440,Decision Tree,Accuracy,0.898876404494382
1441,Decision Tree,Accuracy,0.9204545454545454
1442,Decision Tree,Accuracy,0.6222222222222222
1443,Decision Tree,Accuracy,0.7777777777777778
1444,Decision Tree,Accuracy,0.8295454545454546
1445,Linear SVM,Accuracy,0.7640449438202247
1446,Linear SVM,Accuracy,0.9545454545454546
1447,Linear SVM,Accuracy,0.6
1448,Linear SVM,Accuracy,0.9012345679012346
1449,Linear SVM,Accuracy,0.8409090909090909
1450,DT-based Bagging,Accuracy,0.9101123595505618
1451,DT-based Bagging,Accuracy,0.9545454545454546
1452,DT-based Bagging,Accuracy,0.6888888888888889
1453,DT-based Bagging,Accuracy,0.7654320987654321
1454,DT-based Bagging,Accuracy,0.9886363636363636
1455,RandomForest,Accuracy,0.898876404494382
1456,RandomForest,Accuracy,0.9772727272727273
1457,RandomForest,Accuracy,0.6666666666666666
1458,RandomForest,Accuracy,0.7777777777777778
1459,RandomForest,Accuracy,1.0
1460,AdaBoost,Accuracy,0.9213483146067416
1461,AdaBoost,Accuracy,1.0
1462,AdaBoost,Accuracy,0.7
1463,AdaBoost,Accuracy,0.7407407407407407
1464,AdaBoost,Accuracy,0.9886363636363636
1465,GradientBoost,Accuracy,1.0
1466,GradientBoost,Accuracy,1.0
1467,GradientBoost,Accuracy,0.6888888888888889
1468,GradientBoost,Accuracy,0.7777777777777778
1469,GradientBoost,Accuracy,1.0
1470,XGBoost,Accuracy,0.9438202247191011
1471,XGBoost,Accuracy,0.9772727272727273
1472,XGBoost,Accuracy,0.6777777777777778
1473,XGBoost,Accuracy,0.7901234567901234
1474,XGBoost,Accuracy,1.0
1475,CatBoost,Accuracy,0.898876404494382
1476,CatBoost,Accuracy,0.9886363636363636
1477,CatBoost,Accuracy,0.6888888888888889
1478,CatBoost,Accuracy,0.8271604938271605
1479,CatBoost,Accuracy,1.0
1480,Decision Tree,Accuracy,0.898876404494382
1481,Decision Tree,Accuracy,0.9204545454545454
1482,Decision Tree,Accuracy,0.6222222222222222
1483,Decision Tree,Accuracy,0.7777777777777778
1484,Decision Tree,Accuracy,0.8295454545454546
1485,Linear SVM,Accuracy,0.7640449438202247
1486,Linear SVM,Accuracy,0.9545454545454546
1487,Linear SVM,Accuracy,0.6
1488,Linear SVM,Accuracy,0.9012345679012346
1489,Linear SVM,Accuracy,0.8409090909090909
1490,DT-based Bagging,Accuracy,0.9213483146067416
1491,DT-based Bagging,Accuracy,0.9772727272727273
1492,DT-based Bagging,Accuracy,0.6888888888888889
1493,DT-based Bagging,Accuracy,0.7777777777777778
1494,DT-based Bagging,Accuracy,1.0
1495,RandomForest,Accuracy,0.9213483146067416
1496,RandomForest,Accuracy,0.9659090909090909
1497,RandomForest,Accuracy,0.6666666666666666
1498,RandomForest,Accuracy,0.7654320987654321
1499,RandomForest,Accuracy,0.9886363636363636
1500,AdaBoost,Accuracy,1.0
1501,AdaBoost,Accuracy,0.9886363636363636
1502,AdaBoost,Accuracy,0.7
1503,AdaBoost,Accuracy,0.7654320987654321
1504,AdaBoost,Accuracy,0.9886363636363636
1505,GradientBoost,Accuracy,1.0
1506,GradientBoost,Accuracy,1.0
1507,GradientBoost,Accuracy,0.6888888888888889
1508,GradientBoost,Accuracy,0.7777777777777778
1509,GradientBoost,Accuracy,1.0
1510,XGBoost,Accuracy,0.9438202247191011
1511,XGBoost,Accuracy,0.9772727272727273
1512,XGBoost,Accuracy,0.6777777777777778
1513,XGBoost,Accuracy,0.7901234567901234
1514,XGBoost,Accuracy,1.0
1515,CatBoost,Accuracy,0.898876404494382
1516,CatBoost,Accuracy,0.9886363636363636
1517,CatBoost,Accuracy,0.6888888888888889
1518,CatBoost,Accuracy,0.8271604938271605
1519,CatBoost,Accuracy,1.0
1520,Decision Tree,Accuracy,0.898876404494382
1521,Decision Tree,Accuracy,0.9204545454545454
1522,Decision Tree,Accuracy,0.6222222222222222
1523,Decision Tree,Accuracy,0.7777777777777778
1524,Decision Tree,Accuracy,0.8295454545454546
1525,Linear SVM,Accuracy,0.7640449438202247
1526,Linear SVM,Accuracy,0.9545454545454546
1527,Linear SVM,Accuracy,0.6
1528,Linear SVM,Accuracy,0.9012345679012346
1529,Linear SVM,Accuracy,0.8409090909090909
1530,DT-based Bagging,Accuracy,0.9438202247191011
1531,DT-based Bagging,Accuracy,0.9659090909090909
1532,DT-based Bagging,Accuracy,0.6888888888888889
1533,DT-based Bagging,Accuracy,0.7777777777777778
1534,DT-based Bagging,Accuracy,0.9772727272727273
1535,RandomForest,Accuracy,0.9101123595505618
1536,RandomForest,Accuracy,0.9772727272727273
1537,RandomForest,Accuracy,0.6666666666666666
1538,RandomForest,Accuracy,0.7777777777777778
1539,RandomForest,Accuracy,1.0
1540,AdaBoost,Accuracy,0.8876404494382022
1541,AdaBoost,Accuracy,1.0
1542,AdaBoost,Accuracy,0.7
1543,AdaBoost,Accuracy,0.7901234567901234
1544,AdaBoost,Accuracy,0.9886363636363636
1545,GradientBoost,Accuracy,1.0
1546,GradientBoost,Accuracy,1.0
1547,GradientBoost,Accuracy,0.6888888888888889
1548,GradientBoost,Accuracy,0.7777777777777778
1549,GradientBoost,Accuracy,1.0
1550,XGBoost,Accuracy,0.9438202247191011
1551,XGBoost,Accuracy,0.9772727272727273
1552,XGBoost,Accuracy,0.6777777777777778
1553,XGBoost,Accuracy,0.7901234567901234
1554,XGBoost,Accuracy,1.0
1555,CatBoost,Accuracy,0.898876404494382
1556,CatBoost,Accuracy,0.9886363636363636
1557,CatBoost,Accuracy,0.6888888888888889
1558,CatBoost,Accuracy,0.8271604938271605
1559,CatBoost,Accuracy,1.0
1560,Decision Tree,Accuracy,0.898876404494382
1561,Decision Tree,Accuracy,0.9204545454545454
1562,Decision Tree,Accuracy,0.6222222222222222
1563,Decision Tree,Accuracy,0.7777777777777778
1564,Decision Tree,Accuracy,0.8295454545454546
1565,Linear SVM,Accuracy,0.7640449438202247
1566,Linear SVM,Accuracy,0.9545454545454546
1567,Linear SVM,Accuracy,0.6
1568,Linear SVM,Accuracy,0.9012345679012346
1569,Linear SVM,Accuracy,0.8409090909090909
1570,DT-based Bagging,Accuracy,0.9438202247191011
1571,DT-based Bagging,Accuracy,0.9659090909090909
1572,DT-based Bagging,Accuracy,0.6888888888888889
1573,DT-based Bagging,Accuracy,0.7777777777777778
1574,DT-based Bagging,Accuracy,1.0
1575,RandomForest,Accuracy,0.9438202247191011
1576,RandomForest,Accuracy,0.9545454545454546
1577,RandomForest,Accuracy,0.6777777777777778
1578,RandomForest,Accuracy,0.7777777777777778
1579,RandomForest,Accuracy,0.9886363636363636
1580,AdaBoost,Accuracy,0.898876404494382
1581,AdaBoost,Accuracy,0.9886363636363636
1582,AdaBoost,Accuracy,0.7
1583,AdaBoost,Accuracy,0.7530864197530864
1584,AdaBoost,Accuracy,0.9772727272727273
1585,GradientBoost,Accuracy,1.0
1586,GradientBoost,Accuracy,1.0
1587,GradientBoost,Accuracy,0.6888888888888889
1588,GradientBoost,Accuracy,0.7777777777777778
1589,GradientBoost,Accuracy,1.0
1590,XGBoost,Accuracy,0.9438202247191011
1591,XGBoost,Accuracy,0.9772727272727273
1592,XGBoost,Accuracy,0.6777777777777778
1593,XGBoost,Accuracy,0.7901234567901234
1594,XGBoost,Accuracy,1.0
1595,CatBoost,Accuracy,0.898876404494382
1596,CatBoost,Accuracy,0.9886363636363636
1597,CatBoost,Accuracy,0.6888888888888889
1598,CatBoost,Accuracy,0.8271604938271605
1599,CatBoost,Accuracy,1.0
1600,Decision Tree,AUC,0.9
1601,Decision Tree,AUC,0.9811320754716981
1602,Decision Tree,AUC,0.6222222222222222
1603,Decision Tree,AUC,0.7854938271604938
1604,Decision Tree,AUC,0.7857142857142857
1605,Linear SVM,AUC,0.9454545454545454
1606,Linear SVM,AUC,1.0
1607,Linear SVM,AUC,0.8523456790123457
1608,Linear SVM,AUC,0.9351851851851852
1609,Linear SVM,AUC,0.7789757412398922
1610,DT-based Bagging,AUC,0.9752525252525253
1611,DT-based Bagging,AUC,1.0
1612,DT-based Bagging,AUC,0.7446913580246913
1613,DT-based Bagging,AUC,0.9203703703703704
1614,DT-based Bagging,AUC,1.0
1615,RandomForest,AUC,0.9742424242424244
1616,RandomForest,AUC,1.0
1617,RandomForest,AUC,0.7446913580246913
1618,RandomForest,AUC,0.9160493827160494
1619,RandomForest,AUC,1.0
1620,AdaBoost,AUC,1.0
1621,AdaBoost,AUC,1.0
1622,AdaBoost,AUC,0.817283950617284
1623,AdaBoost,AUC,0.8018518518518518
1624,AdaBoost,AUC,1.0
1625,GradientBoost,AUC,1.0
1626,GradientBoost,AUC,1.0
1627,GradientBoost,AUC,0.7580246913580247
1628,GradientBoost,AUC,0.9561728395061728
1629,GradientBoost,AUC,1.0
1630,XGBoost,AUC,0.998989898989899
1631,XGBoost,AUC,1.0
1632,XGBoost,AUC,0.8133333333333332
1633,XGBoost,AUC,0.8626543209876543
1634,XGBoost,AUC,1.0
1635,CatBoost,AUC,0.959090909090909
1636,CatBoost,AUC,1.0
1637,CatBoost,AUC,0.6948148148148148
1638,CatBoost,AUC,0.9740740740740741
1639,CatBoost,AUC,1.0
1640,Decision Tree,AUC,0.9
1641,Decision Tree,AUC,0.9811320754716981
1642,Decision Tree,AUC,0.6222222222222222
1643,Decision Tree,AUC,0.7854938271604938
1644,Decision Tree,AUC,0.7857142857142857
1645,Linear SVM,AUC,0.9454545454545454
1646,Linear SVM,AUC,1.0
1647,Linear SVM,AUC,0.8523456790123457
1648,Linear SVM,AUC,0.9351851851851852
1649,Linear SVM,AUC,0.7789757412398922
1650,DT-based Bagging,AUC,0.9888888888888889
1651,DT-based Bagging,AUC,0.998921832884097
1652,DT-based Bagging,AUC,0.7837037037037037
1653,DT-based Bagging,AUC,0.9154320987654321
1654,DT-based Bagging,AUC,1.0
1655,RandomForest,AUC,0.9732323232323231
1656,RandomForest,AUC,0.9983827493261456
1657,RandomForest,AUC,0.7461728395061727
1658,RandomForest,AUC,0.9314814814814816
1659,RandomForest,AUC,1.0
1660,AdaBoost,AUC,1.0
1661,AdaBoost,AUC,1.0
1662,AdaBoost,AUC,0.8266666666666667
1663,AdaBoost,AUC,0.8555555555555555
1664,AdaBoost,AUC,1.0
1665,GradientBoost,AUC,1.0
1666,GradientBoost,AUC,1.0
1667,GradientBoost,AUC,0.7580246913580247
1668,GradientBoost,AUC,0.9561728395061728
1669,GradientBoost,AUC,1.0
1670,XGBoost,AUC,0.998989898989899
1671,XGBoost,AUC,1.0
1672,XGBoost,AUC,0.8133333333333332
1673,XGBoost,AUC,0.8626543209876543
1674,XGBoost,AUC,1.0
1675,CatBoost,AUC,0.959090909090909
1676,CatBoost,AUC,1.0
1677,CatBoost,AUC,0.6948148148148148
1678,CatBoost,AUC,0.9740740740740741
1679,CatBoost,AUC,1.0
1680,Decision Tree,AUC,0.9
1681,Decision Tree,AUC,0.9811320754716981
1682,Decision Tree,AUC,0.6222222222222222
1683,Decision Tree,AUC,0.7854938271604938
1684,Decision Tree,AUC,0.7857142857142857
1685,Linear SVM,AUC,0.9454545454545454
1686,Linear SVM,AUC,1.0
1687,Linear SVM,AUC,0.8523456790123457
1688,Linear SVM,AUC,0.9351851851851852
1689,Linear SVM,AUC,0.7789757412398922
1690,DT-based Bagging,AUC,0.9818181818181818
1691,DT-based Bagging,AUC,0.997843665768194
1692,DT-based Bagging,AUC,0.7644444444444445
1693,DT-based Bagging,AUC,0.9358024691358025
1694,DT-based Bagging,AUC,1.0
1695,RandomForest,AUC,0.9762626262626263
1696,RandomForest,AUC,0.9967654986522911
1697,RandomForest,AUC,0.7501234567901235
1698,RandomForest,AUC,0.9444444444444444
1699,RandomForest,AUC,1.0
1700,AdaBoost,AUC,1.0
1701,AdaBoost,AUC,1.0
1702,AdaBoost,AUC,0.8049382716049382
1703,AdaBoost,AUC,0.8339506172839506
1704,AdaBoost,AUC,1.0
1705,GradientBoost,AUC,1.0
1706,GradientBoost,AUC,1.0
1707,GradientBoost,AUC,0.7580246913580247
1708,GradientBoost,AUC,0.9561728395061728
1709,GradientBoost,AUC,1.0
1710,XGBoost,AUC,0.998989898989899
1711,XGBoost,AUC,1.0
1712,XGBoost,AUC,0.8133333333333332
1713,XGBoost,AUC,0.8626543209876543
1714,XGBoost,AUC,1.0
1715,CatBoost,AUC,0.959090909090909
1716,CatBoost,AUC,1.0
1717,CatBoost,AUC,0.6948148148148148
1718,CatBoost,AUC,0.9740740740740741
1719,CatBoost,AUC,1.0
1720,Decision Tree,AUC,0.9
1721,Decision Tree,AUC,0.9811320754716981
1722,Decision Tree,AUC,0.6222222222222222
1723,Decision Tree,AUC,0.7854938271604938
1724,Decision Tree,AUC,0.7857142857142857
1725,Linear SVM,AUC,0.9454545454545454
1726,Linear SVM,AUC,1.0
1727,Linear SVM,AUC,0.8523456790123457
1728,Linear SVM,AUC,0.9351851851851852
1729,Linear SVM,AUC,0.7789757412398922
1730,DT-based Bagging,AUC,0.9833333333333333
1731,DT-based Bagging,AUC,0.9940700808625337
1732,DT-based Bagging,AUC,0.7718518518518519
1733,DT-based Bagging,AUC,0.9148148148148147
1734,DT-based Bagging,AUC,1.0
1735,RandomForest,AUC,0.9747474747474747
1736,RandomForest,AUC,0.9994609164420485
1737,RandomForest,AUC,0.754567901234568
1738,RandomForest,AUC,0.9481481481481482
1739,RandomForest,AUC,1.0
1740,AdaBoost,AUC,1.0
1741,AdaBoost,AUC,1.0
1742,AdaBoost,AUC,0.8004938271604938
1743,AdaBoost,AUC,0.8506172839506172
1744,AdaBoost,AUC,0.9994609164420485
1745,GradientBoost,AUC,1.0
1746,GradientBoost,AUC,1.0
1747,GradientBoost,AUC,0.7580246913580247
1748,GradientBoost,AUC,0.9561728395061728
1749,GradientBoost,AUC,1.0
1750,XGBoost,AUC,0.998989898989899
1751,XGBoost,AUC,1.0
1752,XGBoost,AUC,0.8133333333333332
1753,XGBoost,AUC,0.8626543209876543
1754,XGBoost,AUC,1.0
1755,CatBoost,AUC,0.959090909090909
1756,CatBoost,AUC,1.0
1757,CatBoost,AUC,0.6948148148148148
1758,CatBoost,AUC,0.9740740740740741
1759,CatBoost,AUC,1.0
1760,Decision Tree,AUC,0.9
1761,Decision Tree,AUC,0.9811320754716981
1762,Decision Tree,AUC,0.7333333333333333
1763,Decision Tree,AUC,0.7854938271604938
1764,Decision Tree,AUC,0.7857142857142857
1765,Linear SVM,AUC,0.9454545454545454
1766,Linear SVM,AUC,1.0
1767,Linear SVM,AUC,0.8523456790123457
1768,Linear SVM,AUC,0.9351851851851852
1769,Linear SVM,AUC,0.7789757412398922
1770,DT-based Bagging,AUC,0.9636363636363636
1771,DT-based Bagging,AUC,0.998921832884097
1772,DT-based Bagging,AUC,0.768395061728395
1773,DT-based Bagging,AUC,0.8753086419753087
1774,DT-based Bagging,AUC,1.0
1775,RandomForest,AUC,0.9712121212121212
1776,RandomForest,AUC,0.9994609164420485
1777,RandomForest,AUC,0.7540740740740741
1778,RandomForest,AUC,0.9685185185185186
1779,RandomForest,AUC,1.0
1780,AdaBoost,AUC,1.0
1781,AdaBoost,AUC,1.0
1782,AdaBoost,AUC,0.8004938271604938
1783,AdaBoost,AUC,0.828395061728395
1784,AdaBoost,AUC,1.0
1785,GradientBoost,AUC,1.0
1786,GradientBoost,AUC,1.0
1787,GradientBoost,AUC,0.7580246913580247
1788,GradientBoost,AUC,0.9561728395061728
1789,GradientBoost,AUC,1.0
1790,XGBoost,AUC,0.998989898989899
1791,XGBoost,AUC,1.0
1792,XGBoost,AUC,0.8133333333333332
1793,XGBoost,AUC,0.8626543209876543
1794,XGBoost,AUC,1.0
1795,CatBoost,AUC,0.959090909090909
1796,CatBoost,AUC,1.0
1797,CatBoost,AUC,0.6948148148148148
1798,CatBoost,AUC,0.9740740740740741
1799,CatBoost,AUC,1.0
1800,Decision Tree,AUC,0.9
1801,Decision Tree,AUC,0.9811320754716981
1802,Decision Tree,AUC,0.6222222222222222
1803,Decision Tree,AUC,0.7854938271604938
1804,Decision Tree,AUC,0.7857142857142857
1805,Linear SVM,AUC,0.9454545454545454
1806,Linear SVM,AUC,1.0
1807,Linear SVM,AUC,0.8523456790123457
1808,Linear SVM,AUC,0.9351851851851852
1809,Linear SVM,AUC,0.7789757412398922
1810,DT-based Bagging,AUC,0.9707070707070707
1811,DT-based Bagging,AUC,0.9940700808625338
1812,DT-based Bagging,AUC,0.7837037037037037
1813,DT-based Bagging,AUC,0.8697530864197531
1814,DT-based Bagging,AUC,1.0
