,Model,Metric,Score
2763,Decision Tree,Precision,0.7547169811320755
2764,Decision Tree,Precision,0.7794117647058824
2765,Linear SVM,Precision,0.75
2766,Linear SVM,Precision,1.0
2767,Linear SVM,Precision,0.5818181818181818
2768,Linear SVM,Precision,0.9111111111111111
2769,Linear SVM,Precision,0.8095238095238095
2770,DT-based Bagging,Precision,1.0
2771,DT-based Bagging,Precision,1.0
2772,DT-based Bagging,Precision,0.660377358490566
2773,DT-based Bagging,Precision,0.7288135593220338
2774,DT-based Bagging,Precision,1.0
2775,RandomForest,Precision,1.0
2776,RandomForest,Precision,1.0
2777,RandomForest,Precision,0.6470588235294118
2778,RandomForest,Precision,0.7096774193548387
2779,RandomForest,Precision,1.0
2780,AdaBoost,Precision,0.8333333333333334
2781,AdaBoost,Precision,1.0
2782,AdaBoost,Precision,0.6875
2783,AdaBoost,Precision,0.7213114754098361
2784,AdaBoost,Precision,1.0
2785,GradientBoost,Precision,1.0
2786,GradientBoost,Precision,1.0
2787,GradientBoost,Precision,0.673469387755102
2788,GradientBoost,Precision,0.7213114754098361
2789,GradientBoost,Precision,1.0
2790,XGBoost,Precision,1.0
2791,XGBoost,Precision,1.0
2792,XGBoost,Precision,0.6666666666666666
2793,XGBoost,Precision,0.7413793103448276
2794,XGBoost,Precision,1.0
2795,CatBoost,Precision,1.0
2796,CatBoost,Precision,1.0
2797,CatBoost,Precision,0.673469387755102
2798,CatBoost,Precision,0.7719298245614035
2799,CatBoost,Precision,1.0
2800,Decision Tree,Precision,1.0
2801,Decision Tree,Precision,1.0
2802,Decision Tree,Precision,0.6981132075471698
2803,Decision Tree,Precision,0.7547169811320755
2804,Decision Tree,Precision,0.7794117647058824
2805,Linear SVM,Precision,0.75
2806,Linear SVM,Precision,1.0
2807,Linear SVM,Precision,0.5818181818181818
2808,Linear SVM,Precision,0.9111111111111111
2809,Linear SVM,Precision,0.8095238095238095
2810,DT-based Bagging,Precision,1.0
2811,DT-based Bagging,Precision,1.0
2812,DT-based Bagging,Precision,0.673469387755102
2813,DT-based Bagging,Precision,0.7627118644067796
2814,DT-based Bagging,Precision,1.0
2815,RandomForest,Precision,1.0
2816,RandomForest,Precision,1.0
2817,RandomForest,Precision,0.66
2818,RandomForest,Precision,0.7096774193548387
2819,RandomForest,Precision,1.0
2820,AdaBoost,Precision,0.8181818181818182
2821,AdaBoost,Precision,1.0
2822,AdaBoost,Precision,0.6875
2823,AdaBoost,Precision,0.7258064516129032
2824,AdaBoost,Precision,1.0
2825,GradientBoost,Precision,1.0
2826,GradientBoost,Precision,1.0
2827,GradientBoost,Precision,0.673469387755102
2828,GradientBoost,Precision,0.7213114754098361
2829,GradientBoost,Precision,1.0
2830,XGBoost,Precision,1.0
2831,XGBoost,Precision,1.0
2832,XGBoost,Precision,0.6666666666666666
2833,XGBoost,Precision,0.7413793103448276
2834,XGBoost,Precision,1.0
2835,CatBoost,Precision,1.0
2836,CatBoost,Precision,1.0
2837,CatBoost,Precision,0.673469387755102
2838,CatBoost,Precision,0.7719298245614035
2839,CatBoost,Precision,1.0
2840,Decision Tree,Precision,1.0
2841,Decision Tree,Precision,1.0
2842,Decision Tree,Precision,0.6981132075471698
2843,Decision Tree,Precision,0.7547169811320755
2844,Decision Tree,Precision,0.7794117647058824
2845,Linear SVM,Precision,0.75
2846,Linear SVM,Precision,1.0
2847,Linear SVM,Precision,0.5818181818181818
2848,Linear SVM,Precision,0.9111111111111111
2849,Linear SVM,Precision,0.8095238095238095
2850,DT-based Bagging,Precision,1.0
2851,DT-based Bagging,Precision,1.0
2852,DT-based Bagging,Precision,0.673469387755102
2853,DT-based Bagging,Precision,0.7213114754098361
2854,DT-based Bagging,Precision,1.0
2855,RandomForest,Precision,1.0
2856,RandomForest,Precision,1.0
2857,RandomForest,Precision,0.6470588235294118
2858,RandomForest,Precision,0.7213114754098361
2859,RandomForest,Precision,1.0
2860,AdaBoost,Precision,0.8333333333333334
2861,AdaBoost,Precision,1.0
2862,AdaBoost,Precision,0.6875
2863,AdaBoost,Precision,0.7213114754098361
2864,AdaBoost,Precision,1.0
2865,GradientBoost,Precision,1.0
2866,GradientBoost,Precision,1.0
2867,GradientBoost,Precision,0.673469387755102
2868,GradientBoost,Precision,0.7213114754098361
2869,GradientBoost,Precision,1.0
2870,XGBoost,Precision,1.0
2871,XGBoost,Precision,1.0
2872,XGBoost,Precision,0.6666666666666666
2873,XGBoost,Precision,0.7413793103448276
2874,XGBoost,Precision,1.0
2875,CatBoost,Precision,1.0
2876,CatBoost,Precision,1.0
2877,CatBoost,Precision,0.673469387755102
2878,CatBoost,Precision,0.7719298245614035
2879,CatBoost,Precision,1.0
2880,Decision Tree,Precision,1.0
2881,Decision Tree,Precision,1.0
2882,Decision Tree,Precision,0.5873015873015873
2883,Decision Tree,Precision,0.7547169811320755
2884,Decision Tree,Precision,0.7794117647058824
2885,Linear SVM,Precision,0.75
2886,Linear SVM,Precision,1.0
2887,Linear SVM,Precision,0.5818181818181818
2888,Linear SVM,Precision,0.9111111111111111
2889,Linear SVM,Precision,0.8095238095238095
2890,DT-based Bagging,Precision,1.0
2891,DT-based Bagging,Precision,1.0
2892,DT-based Bagging,Precision,0.673469387755102
2893,DT-based Bagging,Precision,0.7166666666666667
2894,DT-based Bagging,Precision,1.0
2895,RandomForest,Precision,1.0
2896,RandomForest,Precision,1.0
2897,RandomForest,Precision,0.66
2898,RandomForest,Precision,0.7142857142857143
2899,RandomForest,Precision,1.0
2900,AdaBoost,Precision,0.8181818181818182
2901,AdaBoost,Precision,1.0
2902,AdaBoost,Precision,0.6875
2903,AdaBoost,Precision,0.7017543859649122
2904,AdaBoost,Precision,1.0
2905,GradientBoost,Precision,1.0
2906,GradientBoost,Precision,1.0
2907,GradientBoost,Precision,0.673469387755102
2908,GradientBoost,Precision,0.7213114754098361
2909,GradientBoost,Precision,1.0
2910,XGBoost,Precision,1.0
2911,XGBoost,Precision,1.0
2912,XGBoost,Precision,0.6666666666666666
2913,XGBoost,Precision,0.7413793103448276
2914,XGBoost,Precision,1.0
2915,CatBoost,Precision,1.0
2916,CatBoost,Precision,1.0
2917,CatBoost,Precision,0.673469387755102
2918,CatBoost,Precision,0.7719298245614035
2919,CatBoost,Precision,1.0
2920,Decision Tree,Precision,1.0
2921,Decision Tree,Precision,1.0
2922,Decision Tree,Precision,0.6981132075471698
2923,Decision Tree,Precision,0.7547169811320755
2924,Decision Tree,Precision,0.7794117647058824
2925,Linear SVM,Precision,0.75
2926,Linear SVM,Precision,1.0
2927,Linear SVM,Precision,0.5818181818181818
2928,Linear SVM,Precision,0.9111111111111111
2929,Linear SVM,Precision,0.8095238095238095
2930,DT-based Bagging,Precision,1.0
2931,DT-based Bagging,Precision,1.0
2932,DT-based Bagging,Precision,0.673469387755102
2933,DT-based Bagging,Precision,0.7333333333333333
2934,DT-based Bagging,Precision,1.0
2935,RandomForest,Precision,1.0
2936,RandomForest,Precision,1.0
2937,RandomForest,Precision,0.6470588235294118
2938,RandomForest,Precision,0.7213114754098361
2939,RandomForest,Precision,1.0
2940,AdaBoost,Precision,0.8333333333333334
2941,AdaBoost,Precision,1.0
2942,AdaBoost,Precision,0.6875
2943,AdaBoost,Precision,0.65625
2944,AdaBoost,Precision,1.0
2945,GradientBoost,Precision,1.0
2946,GradientBoost,Precision,1.0
2947,GradientBoost,Precision,0.673469387755102
2948,GradientBoost,Precision,0.7213114754098361
2949,GradientBoost,Precision,1.0
2950,XGBoost,Precision,1.0
2951,XGBoost,Precision,1.0
2952,XGBoost,Precision,0.6666666666666666
2953,XGBoost,Precision,0.7413793103448276
2954,XGBoost,Precision,1.0
2955,CatBoost,Precision,1.0
2956,CatBoost,Precision,1.0
2957,CatBoost,Precision,0.673469387755102
2958,CatBoost,Precision,0.7719298245614035
2959,CatBoost,Precision,1.0
2960,Decision Tree,Precision,1.0
2961,Decision Tree,Precision,1.0
2962,Decision Tree,Precision,0.6981132075471698
2963,Decision Tree,Precision,0.7547169811320755
2964,Decision Tree,Precision,0.7794117647058824
2965,Linear SVM,Precision,0.75
2966,Linear SVM,Precision,1.0
2967,Linear SVM,Precision,0.5818181818181818
2968,Linear SVM,Precision,0.9111111111111111
2969,Linear SVM,Precision,0.8095238095238095
2970,DT-based Bagging,Precision,1.0
2971,DT-based Bagging,Precision,1.0
2972,DT-based Bagging,Precision,0.6862745098039216
2973,DT-based Bagging,Precision,0.7213114754098361
2974,DT-based Bagging,Precision,1.0
2975,RandomForest,Precision,1.0
2976,RandomForest,Precision,1.0
2977,RandomForest,Precision,0.66
2978,RandomForest,Precision,0.7213114754098361
2979,RandomForest,Precision,1.0
2980,AdaBoost,Precision,0.9375
2981,AdaBoost,Precision,1.0
2982,AdaBoost,Precision,0.6875
2983,AdaBoost,Precision,0.7166666666666667
2984,AdaBoost,Precision,1.0
2985,GradientBoost,Precision,1.0
2986,GradientBoost,Precision,1.0
2987,GradientBoost,Precision,0.673469387755102
2988,GradientBoost,Precision,0.7213114754098361
2989,GradientBoost,Precision,1.0
2990,XGBoost,Precision,1.0
2991,XGBoost,Precision,1.0
2992,XGBoost,Precision,0.6666666666666666
2993,XGBoost,Precision,0.7413793103448276
2994,XGBoost,Precision,1.0
2995,CatBoost,Precision,1.0
2996,CatBoost,Precision,1.0
2997,CatBoost,Precision,0.673469387755102
2998,CatBoost,Precision,0.7719298245614035
2999,CatBoost,Precision,1.0
3000,Decision Tree,Precision,1.0
3001,Decision Tree,Precision,1.0
3002,Decision Tree,Precision,0.5873015873015873
3003,Decision Tree,Precision,0.7547169811320755
3004,Decision Tree,Precision,0.7794117647058824
3005,Linear SVM,Precision,0.75
3006,Linear SVM,Precision,1.0
3007,Linear SVM,Precision,0.5818181818181818
3008,Linear SVM,Precision,0.9111111111111111
3009,Linear SVM,Precision,0.8095238095238095
3010,DT-based Bagging,Precision,1.0
3011,DT-based Bagging,Precision,1.0
3012,DT-based Bagging,Precision,0.673469387755102
3013,DT-based Bagging,Precision,0.7166666666666667
3014,DT-based Bagging,Precision,1.0
3015,RandomForest,Precision,1.0
3016,RandomForest,Precision,1.0
3017,RandomForest,Precision,0.6470588235294118
3018,RandomForest,Precision,0.7096774193548387
3019,RandomForest,Precision,1.0
3020,AdaBoost,Precision,0.8035714285714286
3021,AdaBoost,Precision,1.0
3022,AdaBoost,Precision,0.6875
3023,AdaBoost,Precision,0.6666666666666666
3024,AdaBoost,Precision,1.0
3025,GradientBoost,Precision,1.0
3026,GradientBoost,Precision,1.0
3027,GradientBoost,Precision,0.673469387755102
3028,GradientBoost,Precision,0.7213114754098361
3029,GradientBoost,Precision,1.0
3030,XGBoost,Precision,1.0
3031,XGBoost,Precision,1.0
3032,XGBoost,Precision,0.6666666666666666
3033,XGBoost,Precision,0.7413793103448276
3034,XGBoost,Precision,1.0
3035,CatBoost,Precision,1.0
3036,CatBoost,Precision,1.0
3037,CatBoost,Precision,0.673469387755102
3038,CatBoost,Precision,0.7719298245614035
3039,CatBoost,Precision,1.0
3040,Decision Tree,Precision,1.0
3041,Decision Tree,Precision,1.0
3042,Decision Tree,Precision,0.5873015873015873
3043,Decision Tree,Precision,0.7547169811320755
3044,Decision Tree,Precision,0.7794117647058824
3045,Linear SVM,Precision,0.75
3046,Linear SVM,Precision,1.0
3047,Linear SVM,Precision,0.5818181818181818
3048,Linear SVM,Precision,0.9111111111111111
3049,Linear SVM,Precision,0.8095238095238095
3050,DT-based Bagging,Precision,1.0
3051,DT-based Bagging,Precision,1.0
3052,DT-based Bagging,Precision,0.673469387755102
3053,DT-based Bagging,Precision,0.7096774193548387
3054,DT-based Bagging,Precision,1.0
3055,RandomForest,Precision,1.0
3056,RandomForest,Precision,1.0
3057,RandomForest,Precision,0.6470588235294118
3058,RandomForest,Precision,0.7213114754098361
3059,RandomForest,Precision,1.0
3060,AdaBoost,Precision,0.8653846153846154
3061,AdaBoost,Precision,1.0
3062,AdaBoost,Precision,0.6875
3063,AdaBoost,Precision,0.7
3064,AdaBoost,Precision,1.0
3065,GradientBoost,Precision,1.0
3066,GradientBoost,Precision,1.0
3067,GradientBoost,Precision,0.673469387755102
3068,GradientBoost,Precision,0.7213114754098361
3069,GradientBoost,Precision,1.0
3070,XGBoost,Precision,1.0
3071,XGBoost,Precision,1.0
3072,XGBoost,Precision,0.6666666666666666
3073,XGBoost,Precision,0.7413793103448276
3074,XGBoost,Precision,1.0
3075,CatBoost,Precision,1.0
3076,CatBoost,Precision,1.0
3077,CatBoost,Precision,0.673469387755102
3078,CatBoost,Precision,0.7719298245614035
3079,CatBoost,Precision,1.0
3080,Decision Tree,Precision,1.0
3081,Decision Tree,Precision,1.0
3082,Decision Tree,Precision,0.5873015873015873
3083,Decision Tree,Precision,0.7547169811320755
3084,Decision Tree,Precision,0.7794117647058824
3085,Linear SVM,Precision,0.75
3086,Linear SVM,Precision,1.0
3087,Linear SVM,Precision,0.5818181818181818
3088,Linear SVM,Precision,0.9111111111111111
3089,Linear SVM,Precision,0.8095238095238095
3090,DT-based Bagging,Precision,1.0
3091,DT-based Bagging,Precision,1.0
3092,DT-based Bagging,Precision,0.673469387755102
3093,DT-based Bagging,Precision,0.7288135593220338
3094,DT-based Bagging,Precision,1.0
3095,RandomForest,Precision,1.0
3096,RandomForest,Precision,1.0
3097,RandomForest,Precision,0.6470588235294118
3098,RandomForest,Precision,0.7096774193548387
3099,RandomForest,Precision,1.0
3100,AdaBoost,Precision,1.0
3101,AdaBoost,Precision,1.0
3102,AdaBoost,Precision,0.6875
3103,AdaBoost,Precision,0.7096774193548387
3104,AdaBoost,Precision,1.0
3105,GradientBoost,Precision,1.0
3106,GradientBoost,Precision,1.0
3107,GradientBoost,Precision,0.673469387755102
3108,GradientBoost,Precision,0.7213114754098361
3109,GradientBoost,Precision,1.0
3110,XGBoost,Precision,1.0
3111,XGBoost,Precision,1.0
3112,XGBoost,Precision,0.6666666666666666
3113,XGBoost,Precision,0.7413793103448276
3114,XGBoost,Precision,1.0
3115,CatBoost,Precision,1.0
3116,CatBoost,Precision,1.0
3117,CatBoost,Precision,0.673469387755102
3118,CatBoost,Precision,0.7719298245614035
3119,CatBoost,Precision,1.0
3120,Decision Tree,Precision,1.0
3121,Decision Tree,Precision,1.0
3122,Decision Tree,Precision,0.5873015873015873
3123,Decision Tree,Precision,0.7547169811320755
3124,Decision Tree,Precision,0.7794117647058824
3125,Linear SVM,Precision,0.75
3126,Linear SVM,Precision,1.0
3127,Linear SVM,Precision,0.5818181818181818
3128,Linear SVM,Precision,0.9111111111111111
3129,Linear SVM,Precision,0.8095238095238095
3130,DT-based Bagging,Precision,1.0
3131,DT-based Bagging,Precision,1.0
3132,DT-based Bagging,Precision,0.6666666666666666
3133,DT-based Bagging,Precision,0.7368421052631579
3134,DT-based Bagging,Precision,1.0
3135,RandomForest,Precision,1.0
3136,RandomForest,Precision,1.0
3137,RandomForest,Precision,0.6470588235294118
3138,RandomForest,Precision,0.7213114754098361
3139,RandomForest,Precision,1.0
3140,AdaBoost,Precision,0.8181818181818182
3141,AdaBoost,Precision,1.0
3142,AdaBoost,Precision,0.6875
3143,AdaBoost,Precision,0.7258064516129032
3144,AdaBoost,Precision,1.0
3145,GradientBoost,Precision,1.0
3146,GradientBoost,Precision,1.0
3147,GradientBoost,Precision,0.673469387755102
3148,GradientBoost,Precision,0.7213114754098361
3149,GradientBoost,Precision,1.0
3150,XGBoost,Precision,1.0
3151,XGBoost,Precision,1.0
3152,XGBoost,Precision,0.6666666666666666
3153,XGBoost,Precision,0.7413793103448276
3154,XGBoost,Precision,1.0
3155,CatBoost,Precision,1.0
3156,CatBoost,Precision,1.0
3157,CatBoost,Precision,0.673469387755102
3158,CatBoost,Precision,0.7719298245614035
3159,CatBoost,Precision,1.0
3160,Decision Tree,Precision,1.0
3161,Decision Tree,Precision,1.0
3162,Decision Tree,Precision,0.5873015873015873
3163,Decision Tree,Precision,0.7547169811320755
3164,Decision Tree,Precision,0.7794117647058824
3165,Linear SVM,Precision,0.75
3166,Linear SVM,Precision,1.0
3167,Linear SVM,Precision,0.5818181818181818
3168,Linear SVM,Precision,0.9111111111111111
3169,Linear SVM,Precision,0.8095238095238095
3170,DT-based Bagging,Precision,1.0
3171,DT-based Bagging,Precision,1.0
3172,DT-based Bagging,Precision,0.673469387755102
3173,DT-based Bagging,Precision,0.7213114754098361
3174,DT-based Bagging,Precision,1.0
3175,RandomForest,Precision,1.0
3176,RandomForest,Precision,1.0
3177,RandomForest,Precision,0.6538461538461539
3178,RandomForest,Precision,0.7213114754098361
3179,RandomForest,Precision,1.0
3180,AdaBoost,Precision,0.8333333333333334
3181,AdaBoost,Precision,1.0
3182,AdaBoost,Precision,0.6875
3183,AdaBoost,Precision,0.6984126984126984
3184,AdaBoost,Precision,1.0
3185,GradientBoost,Precision,1.0
3186,GradientBoost,Precision,1.0
3187,GradientBoost,Precision,0.673469387755102
3188,GradientBoost,Precision,0.7213114754098361
3189,GradientBoost,Precision,1.0
3190,XGBoost,Precision,1.0
3191,XGBoost,Precision,1.0
3192,XGBoost,Precision,0.6666666666666666
3193,XGBoost,Precision,0.7413793103448276
3194,XGBoost,Precision,1.0
3195,CatBoost,Precision,1.0
3196,CatBoost,Precision,1.0
3197,CatBoost,Precision,0.673469387755102
3198,CatBoost,Precision,0.7719298245614035
3199,CatBoost,Precision,1.0
3200,Decision Tree,Recall,0.8
3201,Decision Tree,Recall,0.8679245283018868
3202,Decision Tree,Recall,0.8222222222222222
3203,Decision Tree,Recall,0.8888888888888888
3204,Decision Tree,Recall,1.0
3205,Linear SVM,Recall,0.8
3206,Linear SVM,Recall,0.9245283018867925
3207,Linear SVM,Recall,0.7111111111111111
3208,Linear SVM,Recall,0.9111111111111111
3209,Linear SVM,Recall,0.9622641509433962
3210,DT-based Bagging,Recall,0.8444444444444444
3211,DT-based Bagging,Recall,0.9622641509433962
3212,DT-based Bagging,Recall,0.7111111111111111
3213,DT-based Bagging,Recall,0.9777777777777777
3214,DT-based Bagging,Recall,1.0
3215,RandomForest,Recall,0.8222222222222222
3216,RandomForest,Recall,0.9433962264150944
3217,RandomForest,Recall,0.7333333333333333
3218,RandomForest,Recall,0.9777777777777777
3219,RandomForest,Recall,1.0
3220,AdaBoost,Recall,1.0
3221,AdaBoost,Recall,1.0
3222,AdaBoost,Recall,0.7333333333333333
3223,AdaBoost,Recall,0.9333333333333333
3224,AdaBoost,Recall,0.9811320754716981
3225,GradientBoost,Recall,1.0
3226,GradientBoost,Recall,1.0
3227,GradientBoost,Recall,0.7333333333333333
3228,GradientBoost,Recall,0.9777777777777777
3229,GradientBoost,Recall,1.0
3230,XGBoost,Recall,0.8888888888888888
3231,XGBoost,Recall,0.9622641509433962
3232,XGBoost,Recall,0.7111111111111111
3233,XGBoost,Recall,0.9555555555555556
3234,XGBoost,Recall,1.0
3235,CatBoost,Recall,0.8
3236,CatBoost,Recall,0.9811320754716981
3237,CatBoost,Recall,0.7333333333333333
3238,CatBoost,Recall,0.9777777777777777
3239,CatBoost,Recall,1.0
3240,Decision Tree,Recall,0.8
3241,Decision Tree,Recall,0.8679245283018868
3242,Decision Tree,Recall,0.8222222222222222
3243,Decision Tree,Recall,0.8888888888888888
3244,Decision Tree,Recall,1.0
3245,Linear SVM,Recall,0.8
3246,Linear SVM,Recall,0.9245283018867925
3247,Linear SVM,Recall,0.7111111111111111
3248,Linear SVM,Recall,0.9111111111111111
3249,Linear SVM,Recall,0.9622641509433962
3250,DT-based Bagging,Recall,0.9333333333333333
3251,DT-based Bagging,Recall,0.9622641509433962
3252,DT-based Bagging,Recall,0.7333333333333333
3253,DT-based Bagging,Recall,0.9777777777777777
3254,DT-based Bagging,Recall,0.9622641509433962
3255,RandomForest,Recall,0.8444444444444444
3256,RandomForest,Recall,0.9245283018867925
3257,RandomForest,Recall,0.7333333333333333
3258,RandomForest,Recall,0.9777777777777777
3259,RandomForest,Recall,1.0
3260,AdaBoost,Recall,1.0
3261,AdaBoost,Recall,1.0
3262,AdaBoost,Recall,0.7333333333333333
3263,AdaBoost,Recall,0.9555555555555556
3264,AdaBoost,Recall,0.9811320754716981
3265,GradientBoost,Recall,1.0
3266,GradientBoost,Recall,1.0
3267,GradientBoost,Recall,0.7333333333333333
3268,GradientBoost,Recall,0.9777777777777777
3269,GradientBoost,Recall,1.0
3270,XGBoost,Recall,0.8888888888888888
3271,XGBoost,Recall,0.9622641509433962
3272,XGBoost,Recall,0.7111111111111111
3273,XGBoost,Recall,0.9555555555555556
3274,XGBoost,Recall,1.0
3275,CatBoost,Recall,0.8
3276,CatBoost,Recall,0.9811320754716981
3277,CatBoost,Recall,0.7333333333333333
3278,CatBoost,Recall,0.9777777777777777
3279,CatBoost,Recall,1.0
3280,Decision Tree,Recall,0.8
3281,Decision Tree,Recall,0.8679245283018868
3282,Decision Tree,Recall,0.8222222222222222
3283,Decision Tree,Recall,0.8888888888888888
3284,Decision Tree,Recall,1.0
3285,Linear SVM,Recall,0.8
3286,Linear SVM,Recall,0.9245283018867925
3287,Linear SVM,Recall,0.7111111111111111
3288,Linear SVM,Recall,0.9111111111111111
3289,Linear SVM,Recall,0.9622641509433962
3290,DT-based Bagging,Recall,0.8666666666666667
3291,DT-based Bagging,Recall,0.9622641509433962
3292,DT-based Bagging,Recall,0.7333333333333333
3293,DT-based Bagging,Recall,0.9777777777777777
3294,DT-based Bagging,Recall,1.0
3295,RandomForest,Recall,0.8444444444444444
3296,RandomForest,Recall,0.9056603773584906
3297,RandomForest,Recall,0.7333333333333333
3298,RandomForest,Recall,0.9777777777777777
3299,RandomForest,Recall,0.9811320754716981
3300,AdaBoost,Recall,1.0
3301,AdaBoost,Recall,1.0
3302,AdaBoost,Recall,0.7333333333333333
3303,AdaBoost,Recall,1.0
3304,AdaBoost,Recall,0.9622641509433962
3305,GradientBoost,Recall,1.0
3306,GradientBoost,Recall,1.0
3307,GradientBoost,Recall,0.7333333333333333
3308,GradientBoost,Recall,0.9777777777777777
3309,GradientBoost,Recall,1.0
3310,XGBoost,Recall,0.8888888888888888
3311,XGBoost,Recall,0.9622641509433962
3312,XGBoost,Recall,0.7111111111111111
3313,XGBoost,Recall,0.9555555555555556
3314,XGBoost,Recall,1.0
3315,CatBoost,Recall,0.8
3316,CatBoost,Recall,0.9811320754716981
3317,CatBoost,Recall,0.7333333333333333
3318,CatBoost,Recall,0.9777777777777777
3319,CatBoost,Recall,1.0
3320,Decision Tree,Recall,0.8
3321,Decision Tree,Recall,0.8679245283018868
3322,Decision Tree,Recall,0.8222222222222222
3323,Decision Tree,Recall,0.8888888888888888
3324,Decision Tree,Recall,1.0
3325,Linear SVM,Recall,0.8
3326,Linear SVM,Recall,0.9245283018867925
3327,Linear SVM,Recall,0.7111111111111111
3328,Linear SVM,Recall,0.9111111111111111
3329,Linear SVM,Recall,0.9622641509433962
3330,DT-based Bagging,Recall,0.8888888888888888
3331,DT-based Bagging,Recall,0.9056603773584906
3332,DT-based Bagging,Recall,0.8222222222222222
3333,DT-based Bagging,Recall,0.9777777777777777
3334,DT-based Bagging,Recall,1.0
3335,RandomForest,Recall,0.8444444444444444
3336,RandomForest,Recall,0.9622641509433962
3337,RandomForest,Recall,0.7333333333333333
3338,RandomForest,Recall,0.9777777777777777
3339,RandomForest,Recall,0.9811320754716981
3340,AdaBoost,Recall,1.0
3341,AdaBoost,Recall,0.9811320754716981
3342,AdaBoost,Recall,0.7333333333333333
3343,AdaBoost,Recall,0.9777777777777777
3344,AdaBoost,Recall,0.9622641509433962
3345,GradientBoost,Recall,1.0
3346,GradientBoost,Recall,1.0
3347,GradientBoost,Recall,0.7333333333333333
3348,GradientBoost,Recall,0.9777777777777777
3349,GradientBoost,Recall,1.0
3350,XGBoost,Recall,0.8888888888888888
3351,XGBoost,Recall,0.9622641509433962
3352,XGBoost,Recall,0.7111111111111111
3353,XGBoost,Recall,0.9555555555555556
3354,XGBoost,Recall,1.0
3355,CatBoost,Recall,0.8
3356,CatBoost,Recall,0.9811320754716981
3357,CatBoost,Recall,0.7333333333333333
3358,CatBoost,Recall,0.9777777777777777
3359,CatBoost,Recall,1.0
3360,Decision Tree,Recall,0.8
3361,Decision Tree,Recall,0.8679245283018868
3362,Decision Tree,Recall,0.8222222222222222
3363,Decision Tree,Recall,0.8888888888888888
3364,Decision Tree,Recall,1.0
3365,Linear SVM,Recall,0.8
3366,Linear SVM,Recall,0.9245283018867925
3367,Linear SVM,Recall,0.7111111111111111
3368,Linear SVM,Recall,0.9111111111111111
3369,Linear SVM,Recall,0.9622641509433962
3370,DT-based Bagging,Recall,0.8444444444444444
3371,DT-based Bagging,Recall,0.9811320754716981
3372,DT-based Bagging,Recall,0.7333333333333333
3373,DT-based Bagging,Recall,1.0
3374,DT-based Bagging,Recall,0.9811320754716981
3375,RandomForest,Recall,0.8444444444444444
3376,RandomForest,Recall,0.9245283018867925
3377,RandomForest,Recall,0.7333333333333333
3378,RandomForest,Recall,0.9777777777777777
3379,RandomForest,Recall,0.9811320754716981
3380,AdaBoost,Recall,1.0
3381,AdaBoost,Recall,1.0
3382,AdaBoost,Recall,0.7333333333333333
3383,AdaBoost,Recall,0.9555555555555556
3384,AdaBoost,Recall,0.9622641509433962
3385,GradientBoost,Recall,1.0
3386,GradientBoost,Recall,1.0
3387,GradientBoost,Recall,0.7333333333333333
3388,GradientBoost,Recall,0.9777777777777777
3389,GradientBoost,Recall,1.0
3390,XGBoost,Recall,0.8888888888888888
3391,XGBoost,Recall,0.9622641509433962
3392,XGBoost,Recall,0.7111111111111111
3393,XGBoost,Recall,0.9555555555555556
3394,XGBoost,Recall,1.0
3395,CatBoost,Recall,0.8
3396,CatBoost,Recall,0.9811320754716981
3397,CatBoost,Recall,0.7333333333333333
3398,CatBoost,Recall,0.9777777777777777
3399,CatBoost,Recall,1.0
3400,Decision Tree,Recall,0.8
3401,Decision Tree,Recall,0.8679245283018868
3402,Decision Tree,Recall,0.8222222222222222
3403,Decision Tree,Recall,0.8888888888888888
3404,Decision Tree,Recall,1.0
3405,Linear SVM,Recall,0.8
3406,Linear SVM,Recall,0.9245283018867925
3407,Linear SVM,Recall,0.7111111111111111
3408,Linear SVM,Recall,0.9111111111111111
3409,Linear SVM,Recall,0.9622641509433962
3410,DT-based Bagging,Recall,0.8888888888888888
3411,DT-based Bagging,Recall,0.9245283018867925
3412,DT-based Bagging,Recall,0.7555555555555555
3413,DT-based Bagging,Recall,0.8444444444444444
3414,DT-based Bagging,Recall,0.9811320754716981
3415,RandomForest,Recall,0.8444444444444444
3416,RandomForest,Recall,0.9622641509433962
3417,RandomForest,Recall,0.7333333333333333
3418,RandomForest,Recall,0.9777777777777777
3419,RandomForest,Recall,0.9811320754716981
3420,AdaBoost,Recall,1.0
3421,AdaBoost,Recall,0.9811320754716981
3422,AdaBoost,Recall,0.7333333333333333
3423,AdaBoost,Recall,0.9777777777777777
3424,AdaBoost,Recall,0.9622641509433962
3425,GradientBoost,Recall,1.0
3426,GradientBoost,Recall,1.0
3427,GradientBoost,Recall,0.7333333333333333
3428,GradientBoost,Recall,0.9777777777777777
3429,GradientBoost,Recall,1.0
3430,XGBoost,Recall,0.8888888888888888
3431,XGBoost,Recall,0.9622641509433962
3432,XGBoost,Recall,0.7111111111111111
3433,XGBoost,Recall,0.9555555555555556
3434,XGBoost,Recall,1.0
3435,CatBoost,Recall,0.8
3436,CatBoost,Recall,0.9811320754716981
3437,CatBoost,Recall,0.7333333333333333
3438,CatBoost,Recall,0.9777777777777777
3439,CatBoost,Recall,1.0
3440,Decision Tree,Recall,0.8
3441,Decision Tree,Recall,0.8679245283018868
3442,Decision Tree,Recall,0.8222222222222222
3443,Decision Tree,Recall,0.8888888888888888
3444,Decision Tree,Recall,1.0
